Institute,Branch Name,Quota,Category,Seat Pool,Opening Rank,Closing Rank,Round No,State
PICT,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,1332,3440,3,Maharashtra
PICT,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,1332,81094,3,Maharashtra
PICT,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1332,11673,3,Maharashtra
PICT,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1332,11259,3,Maharashtra
PICT,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1332,36659,3,Maharashtra
PICT,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1332,89846,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,461,2268,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,461,2897,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,461,1744,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,461,1744,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,461,1549,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,461,1433,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,461,7765,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,461,6647,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,461,8691,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,461,24469,3,Maharashtra
Walchand College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,461,29735,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1572,2499,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,1572,3530,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1572,2070,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,1572,2070,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1572,2252,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,1572,2252,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,1572,23068,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1572,9867,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1572,10326,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1572,29523,3,Maharashtra
Walchand College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1572,38165,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2564,5099,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,2564,5608,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2564,4154,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2564,4154,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,2564,3807,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,2564,4720,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,2564,86629,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2564,14470,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Female-Only,2564,22879,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2564,31242,3,Maharashtra
Walchand College of Engineering,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2564,90577,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3522,5099,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,3522,5608,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3522,4154,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,3522,4154,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,3522,3807,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,3522,4720,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,3522,86629,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3522,14470,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,SC,Female-Only,3522,22879,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3522,31242,3,Maharashtra
Walchand College of Engineering,"Electrical Engg (4 Years, Bachelor of Technology)",HS,ST,Female-Only,3522,90577,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,372,2045,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,372,3519,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,372,2375,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,372,2375,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,372,809,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,372,1652,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,372,47877,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,372,6230,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,372,7000,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,372,14826,3,Maharashtra
SPIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,372,17000,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1087,2964,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,1087,7028,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1087,4810,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,1087,4810,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1087,2121,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,1087,2990,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,1087,70000,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1087,10382,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1087,19000,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1087,37751,3,Maharashtra
SPIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1087,50000,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,588,2406,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,588,3600,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,588,2090,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,588,2090,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,588,2092,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,588,2792,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,588,55000,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,588,7520,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,588,16000,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,588,19561,3,Maharashtra
VIT,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,588,35000,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1849,3065,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,1849,4500,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1849,3041,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,1849,3041,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1849,2735,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,1849,3880,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,1849,90000,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1849,10217,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1849,20000,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1849,22273,3,Maharashtra
VIT,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1849,50000,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3327,6612,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,3327,13000,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3327,5985,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,3327,5985,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,3327,5478,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,3327,7000,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,3327,150000,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3327,19000,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,3327,30000,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3327,77232,3,Maharashtra
VIT,"Electronics and Telecommunication  Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,3327,100000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6091,20000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,6091,30000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6091,15000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,6091,15000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,6091,14000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,6091,20000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,6091,150000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6091,30000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,6091,50000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6091,80000,3,Maharashtra
VIT,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,6091,120000,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4820,26685,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,4820,40000,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4820,23171,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,4820,23171,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4820,15380,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,4820,25000,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,4820,160000,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4820,50000,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4820,70000,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4820,80000,3,Maharashtra
VIT,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,4820,130000,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2476,9692,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,2476,12000,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2476,12247,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2476,12247,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,2476,9586,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,2476,11000,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,2476,110000,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2476,60000,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,2476,70000,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2476,87000,3,Maharashtra
VIT,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2476,120000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,670,5100,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,670,5100,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,670,4973,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,670,5300,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,670,60000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5118,6400,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,5118,6400,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,5118,6292,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,5118,6400,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4142,14000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,4142,14000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4142,13954,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,4142,15000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13362,16000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,13362,16000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13362,15900,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,13362,17000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Mechanical Engineering(4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10671,29000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Mechanical Engineering(4 Years, Bachelor of Technology)",HS,EWS,Female-Only,10671,29000,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Mechanical Engineering(4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,10671,27831,3,Maharashtra
Shri Ramdeobaba College of Engineering and Management,"Mechanical Engineering(4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,10671,30000,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,420,3116,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,420,3597,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,420,11135,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,420,35389,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,420,3620,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,420,4321,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,420,5241,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,420,14963,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,420,35916,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,420,3620,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,3052,3895,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC,Gender-Neutral,3052,4151,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3052,14036,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3052,36221,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3052,4141,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,3052,5085,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,3052,5602,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Female-Only,3052,18006,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Female-Only,3052,46014,3,Maharashtra
Pimpri Chinchwad Education Trust Pimpri Chinchwad College of Engineering,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,3052,4141,3,Maharashtra
,,,,,,,,
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,OPEN,Gender-Neutral,1322,4542,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,OBC-NCL,Gender-Neutral,1322,4659,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,SC,Gender-Neutral,1322,14132,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,ST,Gender-Neutral,1322,44790,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,EWS,Gender-Neutral,1322,4605,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,OPEN,Female-Only,1322,5066,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,OBC-NCL,Female-Only,1322,6529,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,SC,Female-Only,1322,20423,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,ST,Female-Only,1322,46527,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,Computer Science and Engineering(Artificial Intelligence and Machine Learning),HS,EWS,Female-Only,1322,4605,3,Maharashtra
,,,,,,,,
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4096,7944,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4096,8817,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4096,19834,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4096,109615,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4096,7928,3,Maharashtra
