Institute,Branch Name,Quota,Category,Seat Pool,Opening Rank,Closing Rank,Round No,State
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,ST,Gender-Neutral,16777,90958,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,EWS,Gender-Neutral,16777,31076,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OPEN,Female-Only,16777,38789,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OBC-NCL,Female-Only,16777,43408,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,SC,Female-Only,16777,87478,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,ST,Female-Only,16777,90958,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,EWS,Female-Only,16777,32774,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,PWD,Gender-Neutral,16777,32643,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OPEN,Gender-Neutral,14371,36186,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OBC-NCL,Gender-Neutral,14371,42760,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,SC,Gender-Neutral,14371,48260,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,ST,Gender-Neutral,14371,98230,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,EWS,Gender-Neutral,14371,31619,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OPEN,Female-Only,14371,40833,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OBC-NCL,Female-Only,14371,63759,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,SC,Female-Only,14371,50069,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,ST,Female-Only,14371,98286,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,EWS,Female-Only,14371,31619,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OPEN,Gender-Neutral,27012,46390,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OBC-NCL,Gender-Neutral,27012,63517,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,SC,Gender-Neutral,27012,64601,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,ST,Gender-Neutral,27012,85886,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,EWS,Gender-Neutral,27012,78648,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OPEN,Female-Only,27012,54706,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,OBC-NCL,Female-Only,27012,63517,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,SC,Female-Only,27012,76122,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,ST,Female-Only,27012,87230,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,Computer Science and Engineering(Artificial Intelligence and Machine Lea),HS,EWS,Female-Only,27012,78643,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13354,25414,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13354,31537,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13354,48858,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,13354,106711,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13354,19315,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,13354,30542,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,13354,37053,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,SC,Female-Only,13354,48858,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,ST,Female-Only,13354,106952,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,13354,19319,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,10853,15600,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10853,17409,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,10853,30462,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,10853,85975,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10853,15556,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,10853,15600,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,10853,17950,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Female-Only,10853,31036,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Female-Only,10853,91149,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,10853,15550,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,8100,21630,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8100,28068,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8100,38331,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8100,65201,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,8100,15933,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,8100,22929,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,8100,28512,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,8100,49211,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,8100,65201,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,8100,15933,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13354,25414,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13354,31537,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13354,48858,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,13354,106711,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13354,19315,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,13354,30542,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,13354,37058,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,13354,48858,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,13354,106952,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,13354,19315,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16134,31162,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,16134,47606,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,16134,52603,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,16134,93537,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,16134,30454,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,16134,33832,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,16134,51752,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,16134,60216,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,16134,93537,3,Maharashtra
B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.)  Pune,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,16134,30453,3,Maharashtra
,,,,,,,,
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,167,3971,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,OBC,Female-Only,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,1514,7447,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,SC,Female-Only,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,ST,Female-Only,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Artificial Intelligence (AI) and Data Science (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,931,9771,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Female-Only,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2851,25820,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,4527,79573,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Science and Engineering(Data Science) (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,484,9015,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Science and Engineering(Data Science) (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,484,9015,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Science and Engineering(Data Science) (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,484,9015,3,Maharashtra
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle Mumbai","Computer Science and Engineering(Data Science) (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,484,9015,3,Maharashtra
